Actinomycetaceae	Aerococcus	Aeromonas	Akkermansia	Alcaligenes faecalis et rel.	Allistipes et rel.	Anaerobiospirillum	Anaerofustis	Anaerostipes caccae et rel.	Anaerotruncus colihominis et rel.	Anaerovorax odorimutans et rel.	Aneurinibacillus	Aquabacterium	Asteroleplasma et rel.	Atopobium	Bacillus	Bacteroides fragilis et rel.	Bacteroides intestinalis et rel.	Bacteroides ovatus et rel.	Bacteroides plebeius et rel.	Bacteroides splachnicus et rel.	Bacteroides stercoris et rel.	Bacteroides uniformis et rel.	Bacteroides vulgatus et rel.	Bifidobacterium	Bilophila et rel.	Brachyspira	Bryantella formatexigens et rel.	Bulleidia moorei et rel.	Burkholderia	Butyrivibrio crossotus et rel.	Campylobacter	Catenibacterium mitsuokai et rel.	Clostridium (sensu stricto)	Clostridium cellulosi et rel.	Clostridium colinum et rel.	Clostridium difficile et rel.	Clostridium felsineum et rel.	Clostridium leptum et rel.	Clostridium nexile et rel.	Clostridium orbiscindens et rel.	Clostridium ramosum et rel.	Clostridium sphenoides et rel.	Clostridium stercorarium et rel.	Clostridium symbiosum et rel.	Clostridium thermocellum et rel.	Collinsella	Coprobacillus catenaformis et rel.	Coprococcus eutactus et rel.	Corynebacterium	Desulfovibrio et rel.	Dialister	Dorea formicigenerans et rel.	Eggerthella lenta et rel.	Enterobacter aerogenes et rel.	Enterococcus	Escherichia coli et rel.	Eubacterium biforme et rel.	Eubacterium cylindroides et rel.	Eubacterium hallii et rel.	Eubacterium limosum et rel.	Eubacterium rectale et rel.	Eubacterium siraeum et rel.	Eubacterium ventriosum et rel.	Faecalibacterium prausnitzii et rel.	Fusobacteria	Gemella	Granulicatella	Haemophilus	Helicobacter	Klebisiella pneumoniae et rel.	Lachnobacillus bovis et rel.	Lachnospira pectinoschiza et rel.	Lactobacillus catenaformis et rel.	Lactobacillus gasseri et rel.	Lactobacillus plantarum et rel.	Lactobacillus salivarius et rel.	Lactococcus	Leminorella	Megamonas hypermegale et rel.	Megasphaera elsdenii et rel.	Methylobacterium	Micrococcaceae	Mitsuokella multiacida et rel.	Moraxellaceae	Novosphingobium	Oceanospirillum	Oscillospira guillermondii et rel.	Outgrouping clostridium cluster XIVa	Oxalobacter formigenes et rel.	Papillibacter cinnamivorans et rel.	Parabacteroides distasonis et rel.	Peptococcus niger et rel.	Peptostreptococcus anaerobius et rel.	Peptostreptococcus micros et rel.	Phascolarctobacterium faecium et rel.	Prevotella melaninogenica et rel.	Prevotella oralis et rel.	Prevotella ruminicola et rel.	Prevotella tannerae et rel.	Propionibacterium	Proteus et rel.	Pseudomonas	Roseburia intestinalis et rel.	Ruminococcus bromii et rel.	Ruminococcus callidus et rel.	Ruminococcus gnavus et rel.	Ruminococcus lactaris et rel.	Ruminococcus obeum et rel.	Serratia	Sporobacter termitidis et rel.	Staphylococcus	Streptococcus bovis et rel.	Streptococcus intermedius et rel.	Streptococcus mitis et rel.	Subdoligranulum variable at rel.	Sutterella wadsworthia et rel.	Tannerella et rel.	Uncultured Bacteroidetes	Uncultured Chroococcales	Uncultured Clostridiales I	Uncultured Clostridiales II	Uncultured Mollicutes	Uncultured Selenomonadaceae	Veillonella	Weissella et rel.	Vibrio	Wissella et rel.	Xanthomonadaceae	Yersinia et rel.
sample-11	60.9909791327215	69.3032005798717	70.209599993575	776.911221489614	57.9622343849636	252.309718985975	56.8497814978373	91.4543001316518	659.178240958807	153.824548102034	222.483415561375	89.0478927354006	79.7988974106253	61.8499387780404	79.4264060557684	74.1342293312254	189.176038479883	208.911536681489	184.785279714942	183.758078774951	113.845968368271	118.320185502755	363.597362539241	952.722698880896	197.460347682218	62.6849021910171	55.7784609522835	615.134722458135	63.6820546153548	83.5110114051454	239.886516249213	56.2003792667349	72.6520178717736	77.2808795914597	254.725246685437	173.860684156734	85.0824524474501	63.379002283768	572.626670526251	857.596704600019	293.095493260222	96.4646411078285	847.648604102144	138.317672501286	675.24566769813	61.3252346263064	165.835793812975	101.892024489869	1156.73962755929	60.1572366725043	64.2547021705014	73.6028448492575	810.260204746394	78.3935643730818	66.0209304027444	69.9382573557004	62.7479881035053	86.5533546522785	68.0549305475889	2085.17243777776	77.0998640800372	640.564261273962	159.713342703719	597.011699344008	2244.27549860754	61.5099497657745	58.5892146315016	75.064600361264	57.9032049896018	58.7964579684206	67.8859680238006	352.859130032456	356.048175578311	52.3999780135556	69.3096258527906	66.1000615924747	66.314242726329	101.14798797022	62.8077396012176	57.136877451276	56.4725177995913	60.1582901525966	59.7058011618565	53.1558972833203	58.2251460633169	67.8894285824769	65.6647864825268	363.572632802935	284.366039024614	363.641404317877	414.564688633849	120.674166168529	128.24584220404	57.3940824786623	56.8371919302339	68.2364489065043	65.6163905180815	85.73474870791	104.184709504932	166.650267534039	70.4524110389419	59.1486982502304	57.5091646153399	894.039341777267	1761.52674991362	466.451122889151	494.461161240117	338.157745431577	2088.82076522881	56.8723931321693	214.495631602063	64.236799681404	309.332914152301	133.039783831533	252.751067865835	275.557402030279	163.219681230272	118.557649000776	80.5240906604107	100.059703785205	63.2053091850771	80.3634978339279	65.7617984509771	59.4316684093856	59.7829660731506	88.7847725711253	65.112227302377	120.826123740073	62.6864607695272	59.8271558151975
sample-12	63.5701451930938	60.3807731041956	71.2147271300176	713.470908965264	70.4602720482403	214.108708374204	82.8756786277054	100.353510428078	399.832053651151	177.940735643857	329.086575373109	78.156821741478	116.33668669637	56.2693428598733	87.2019743982473	76.9385990233153	288.794490728855	271.063405928074	212.41591532599	205.341052250037	137.063021071759	124.353000334438	525.884706170629	885.55058310731	359.455918325138	76.1810199974958	72.3107544745227	460.162589304454	65.7911670452393	78.8851627854918	179.114929178494	61.939888280704	65.5106589378383	69.8674974125774	271.923240914691	137.15622924935	89.5674238559294	60.855661844207	671.384310641487	643.53397854527	300.631074590598	98.656156408843	634.019045079908	130.549091272709	795.269669442588	71.6463760478752	184.523721650989	100.443675932893	869.360501866444	71.6570419719768	92.1891645963849	78.6612207990969	612.330213091639	107.740217987454	84.9059320869041	87.8321673931742	78.6334763251294	71.4977259279645	87.2470361006908	913.821081879803	75.3196332677426	296.127081010133	126.07694125214	695.142547729288	1658.17904103178	70.1767804765018	62.0260928935363	68.1756922556879	69.8386060891543	61.7150654918884	76.1199732187252	184.56406550057	206.449196418503	61.7178590407105	71.0792992801098	92.1713409026689	64.5477297437592	94.0215278837918	67.3346880340723	62.9303449015653	64.2692481637841	57.6693864131491	68.3968123195582	69.8774515652029	60.1059342295814	67.707605174178	68.5212176113342	362.525782536105	215.897479168698	470.964831296949	189.534148782939	158.379819429784	97.5842491787803	67.6011888414566	61.0384861716552	78.8271688177395	72.3757484949575	94.3775132745623	110.381303085873	179.538125532354	132.095248405299	66.8499158779159	89.1494867129907	382.875258204747	2290.52033486994	439.22792700984	438.885364329784	222.786864857398	2034.17779994473	79.0651037202858	238.654818952379	79.5303551282873	260.392454396756	139.890553381488	261.975012970186	676.809882018397	158.853950393545	125.334888342167	97.9743961355539	159.310865683677	75.0809161284375	92.1910462168919	69.1733976565372	68.5724924739764	62.6694520534442	70.8241144968625	77.0248665069759	69.0608041624203	80.0723794158859	71.6777597831209
sample-13	67.9421175843373	74.8200037866369	75.4185779164769	285.825646000581	59.173110753311	291.079013048464	63.98065308192	99.2240942516116	740.431587533322	130.233078378876	154.3346694666	99.7188735767852	96.7363907400758	58.9983956140564	61.1901130626113	79.3835571897419	118.411248671089	279.128714561074	104.850520590486	134.495265914046	178.438548480639	424.530732431668	128.705667665721	239.679321010797	111.622889663112	66.5288437312994	60.1757622313948	853.144704328512	71.9489630261257	98.0980519658153	248.168220406434	59.4869864265706	64.4785300327083	69.9346163841642	153.674328965544	238.704360907074	103.945650388358	72.2334825972571	214.82352610312	602.860869109669	377.374198369054	138.578982457677	666.850954463128	118.777555180129	779.499125176017	62.199669612685	112.028431725918	65.6614166152224	1266.13968171057	59.5292672895773	74.1827811297508	175.733179955642	919.352872864818	108.658045144458	68.3867743669802	98.2929774574815	66.3045383795537	106.466843045803	283.30932843547	2955.15537611401	92.4468061477999	598.688037824292	101.756426000464	1048.84272632455	551.216391643639	60.6375360902771	61.4661670195396	95.8420998315514	66.7823398328082	59.9637107111628	69.1379610327608	303.900967346198	601.367330484177	59.5599384052158	63.1553021206198	61.3207201528273	66.7650951971429	774.910161050365	59.7663728007178	57.6358484045468	61.4357750567603	57.4950880524959	73.7310953239232	57.7761309784852	57.520629288769	85.1108747285986	66.1420281475715	258.037163159954	998.515465233998	159.418762674815	604.133178019333	444.436765895396	80.0437881387226	64.0609123161519	58.5310791348446	60.2199162846391	57.190740882495	68.4031253314083	98.9465014344571	168.422593727592	69.0788082154697	59.7651853580019	72.1797701844084	667.789195434387	387.856901505218	125.973443313322	833.782199891757	566.420077742355	3257.57334294609	69.5309622620748	144.863876382159	84.7253971428407	837.202469143289	248.500111403778	739.374228254303	881.432935961173	96.6203402035519	114.917712675013	117.897453049853	59.3907425459804	64.2967048375128	70.7797448082384	70.3280616706562	57.5618480368191	104.637296390146	110.995987962035	72.2533328059787	62.7697776582057	66.7080155397726	59.070205578974
sample-14	68.553801662642	80.0667374945077	68.8937702700184	335.299584976818	57.2607967057261	411.104844279681	58.1469924390897	111.17145910213	704.8339849889	121.264960551856	198.221628731811	120.822378641601	81.7404894153609	58.0328883312207	58.9231141483468	83.3706973731911	164.027424287073	440.718829015277	136.522046366556	171.102022640877	206.012749176711	676.376544423919	185.568810958459	255.164758053511	97.4671661797096	66.3610332435049	58.4811976912563	536.696071135643	74.0476055967945	105.951001176952	269.397529312794	56.3300402066677	55.6701793456032	63.9853158158464	194.736379040123	162.856515086618	76.9184636973815	61.7951225501589	283.172325344666	617.906258854043	433.934728533497	187.08872318168	726.849928085915	85.9736605651682	640.523379708168	61.1748845296241	110.593636378513	69.7141882654142	1260.25677785351	66.5535554513926	74.5971966904796	144.906193960949	978.633653760014	107.358151343539	76.9773217739334	110.1472370028	61.4209254740593	134.95024130085	254.021279363085	3023.31056708107	91.9615732322619	490.099389785807	101.041185315033	943.470973785693	321.387061782433	59.0170554199126	58.8459705172602	111.231749628207	64.1464436644115	58.1829194462251	68.1978778609375	367.987200721353	513.386251198127	60.8951147074137	66.9100284780849	65.0322278408494	68.9402512559805	178.726098436451	69.3285368542186	58.9158601724406	57.6070868655732	58.1450458742926	70.3604046484772	55.2520633270869	60.0068397725322	90.6143559272708	60.0223027398132	261.667208512045	1036.43238998336	179.413678826745	412.005268734438	597.146818898458	80.9279637051072	65.5961942314646	56.7550364654171	55.0696961469386	84.5843912193903	83.8323591313487	125.544890586403	252.123043569896	70.7163872831071	68.3314267058221	60.3971735160054	538.997691352954	273.152336173526	105.403333073626	742.062652227109	712.27222046654	3632.88363280106	69.6157180018153	179.48169968864	77.7592339838901	615.400657927963	284.892837234872	686.041876666483	1083.57405334789	95.3266876070858	138.227024972277	123.285094460153	54.6332934309354	70.0531161761812	68.5120262743936	67.0961931185234	57.5775861343084	79.2544516010992	107.387504635351	78.9001279345566	64.7892813184053	62.840022202084	61.8136885450385
sample-15	67.4326142332113	62.092631934927	66.7227638298183	172.777144945252	58.0593762475066	188.054907639942	53.7265811647203	74.7592499075089	498.137690552059	193.67173729982	117.390871958504	71.4851769305142	113.6904708009	53.5898721497496	70.0933577561608	64.8288493450203	170.053169860563	375.299492034645	155.281187328921	179.744418045769	156.454862772016	172.281912967786	403.254105610368	3490.92358974288	2507.70010168965	59.1003796748708	52.7388580381845	335.74561946698	119.952839195791	76.7093410389974	274.313440108309	53.6361587475047	282.821989523845	97.7322797403771	248.736941700711	103.528902843814	163.093215447426	64.8819552527776	203.983031692284	558.644122115818	235.569478176606	69.2653190333909	342.195556960044	101.706651434413	403.669904683616	55.7421983144684	121.336531910259	71.8594410824434	567.388362838034	59.8276317332539	56.1685178214674	57.2654186499601	353.834509515081	90.2024052130981	66.1188739681796	62.6300185272005	64.0318056241236	499.920150500598	54.2816796568339	830.114095492668	65.5208568340113	464.181805121794	124.864877279115	432.751046839934	4350.37964356203	54.6547558032024	56.2992473159746	67.2927451481397	61.185337326232	54.3472385909035	70.9360975492202	485.566953137717	449.81394077634	53.1337182122325	64.1397965842584	60.8795512236655	60.2929554154271	58.4332352610329	54.5151797683078	54.5538518450464	59.1112181021141	52.3325834648211	54.4710915285332	56.1723609634539	53.0233484527842	72.5530157422119	56.2676124130676	451.098497141878	223.971959892908	110.171913212678	513.365410319302	236.990147550529	127.685343491831	60.0547717651936	54.4245399574302	73.2083029408436	2721.69877983768	460.450506599045	277.953716970455	198.87305026625	59.4137785209759	55.4864446208558	66.2063658155311	1051.90243974144	1748.1192133132	327.410730897756	232.508517858407	451.537417186197	939.823061326215	65.0935414439835	233.672930989773	57.7879003416692	190.38651899842	101.06137232471	163.051403879341	802.855433088799	87.9413913889457	114.616182329997	82.6655190554189	55.3426006717559	286.935556469688	120.9682031406	150.560508366483	53.155760609413	62.2399900259918	62.2422591512244	61.0023546399426	59.6028544060038	64.6867334013081	57.3067904000772
sample-16	71.6773012328183	64.975419025703	61.2434758441104	203.642095769476	60.6223261451083	234.062801147523	55.9231666526237	74.6130605505462	375.855511771559	196.150475893919	146.235939750058	74.0486993942113	86.5649822489615	53.7834721084637	80.4001780869639	63.2571000096358	167.215221248746	313.985020278493	211.726640778914	169.587333514813	150.397228801134	131.839749570625	285.417296580236	5196.98776930178	2890.67332212074	57.8517947481499	53.0007340979026	294.373337832754	125.352061437702	69.3996370300956	226.83599448246	53.3343501030144	192.57021404528	90.2115321833592	380.451555045445	106.733114620303	202.756452455951	68.772239839636	356.171078929909	802.891600865529	319.859373523823	70.6265226047191	308.090448405652	82.174680249636	338.071485606711	57.2097629149329	168.372225257176	73.3865389347838	648.865926895444	58.89327611486	55.9846762963914	55.9874328577571	390.660980256461	106.683820700328	65.5253646814981	62.2278721032268	124.651917925537	606.818283597148	55.5582506658301	1253.15840176137	63.7913194190091	390.292063070829	119.890901572036	271.927113148314	3451.56885151144	54.4429477230152	57.860709618375	72.3388862291004	85.4921788156896	53.4856415790901	90.2433545502134	543.581333325365	424.748527348674	53.2628892163	62.0763672970849	73.4150299476565	61.3735384577955	64.1775915811748	55.0172813270288	53.9164870509989	59.2505212938857	52.9428995958097	54.6316914083315	55.7681035093449	54.0283218595542	75.3043866419475	56.3245752712798	708.843487774219	236.597932158972	149.612157178239	426.453007512724	193.353245136777	158.114423002087	62.1550025039261	54.9950024236866	67.8105469613241	1071.49274298914	277.294258525737	224.283393132408	193.068574767431	59.9292602426162	55.9188115891823	103.370254055626	775.75407623669	2040.30407617447	323.014543946286	263.040183883007	604.540721349607	1018.68039433681	106.29107878519	310.192216068297	57.7877101984981	200.472229202301	104.153728764722	166.54917212029	988.251029431411	74.7884212141362	110.893750388735	87.1611219876261	58.9941889078337	145.021976382714	122.056166352596	161.870702582801	51.5599310463062	63.4619438937156	64.6029457830412	66.919438092144	57.6101989716222	63.7188308335205	65.407562169847
sample-17	71.6245699323381	62.9704128458756	65.3279816079435	1306.01346123039	58.7735895571571	520.346690704858	66.58602617104	166.73954361439	676.327176652482	208.169941858407	189.668863895654	74.3846095063759	124.274072286879	61.0870894258142	87.12137785316	75.8222155530047	417.711659753742	319.873778567671	249.993919361353	314.828302373821	144.099761047868	169.420734521375	925.542292028491	4919.46656363153	1682.80668278151	69.3109865626202	66.5440593327961	350.571518462108	86.8439513416304	96.3244066531907	163.310692622073	66.8786623407167	78.3994562440219	78.5549220362499	148.261764315846	168.718566675569	88.0236055386762	72.859450518455	364.917590704923	964.358749665523	298.716672235535	154.037241212576	623.423134643373	131.042661821885	561.63371248447	72.6114980306388	91.508295514748	140.711861948731	793.828378649455	62.0677839617531	100.923753684634	397.502424925305	649.698995090199	103.395722573858	103.292759201955	74.957477557563	65.2373138633836	74.1972777236497	78.8852122973435	1705.10772522353	76.4122760844218	298.560710148524	100.085466922572	304.311838861003	299.038919328709	62.2944839267818	67.1636743973776	65.6917671366071	66.9341986290154	68.9570450107046	89.9769082422819	225.883904399226	206.759503560718	53.1710191715959	118.90722810857	67.9681481086553	64.9111180845522	70.3721797395175	63.6167313034156	65.2093059366245	66.6362562857282	81.9528974347858	71.9576660922151	68.1522169282991	69.2861465117138	85.4828718339772	76.739119443535	237.319278626471	245.49053128683	154.499023291128	390.687539070977	222.427997518691	110.791594824601	77.7418782947789	66.5143583586203	71.5476716369815	69.3679812796528	93.7634944516958	134.435157080241	261.158328804631	83.3075473920193	65.8949904837797	66.4819063962322	367.073137679628	412.780035021196	208.628353855531	325.301080797368	549.328660709552	2031.70354419975	70.8467030938778	135.373429096755	78.3606398519843	635.322070420714	209.078702914951	494.715384278321	1325.75695259077	109.471261088185	186.573736672682	297.932842965058	67.5183095153736	66.0389887077786	83.5924748533968	66.8834587565046	86.7386611773309	70.2432426161995	107.368447014565	77.8355881588491	86.8708204781873	91.9814120463879	76.1652396603297
sample-18	71.4563022051699	71.0009612086996	62.4066444167226	219.183222135388	60.074728232591	350.897475975118	58.5420345572776	141.812383236431	559.458684554958	191.250649800133	165.974980201042	78.7901930993286	153.852287244392	64.0440753658617	65.5106624455496	87.0508686569266	563.908925656461	358.545515735145	301.800703120036	316.701137906956	151.373383449149	192.033863298556	1512.38203744983	3406.0278015927	776.14765430643	77.8823149020902	64.9947351353456	378.87135856627	75.5807235285597	110.226917184891	192.996953995167	66.27794841587	83.6468141692941	73.6237530533361	115.824928719066	157.10551383545	93.3651118672281	67.8207431452847	208.447306380757	1070.43037661531	284.628391825384	155.931364323503	529.64025769277	150.752629082972	620.907543503915	65.1508070800854	89.6616744618782	149.710027219016	866.363246843018	73.8240831413062	111.175809735804	288.275076565322	639.930073128295	94.0393005784916	88.1445293494931	78.9434615931557	67.064722780267	71.7312052327322	74.2497296726137	1424.62573370763	79.6414871585465	510.136451306491	113.500834995918	466.699321021097	420.360303491664	66.5330043499882	62.6492502006214	73.5191604086605	68.5014314902339	69.7159035151478	82.1049133168868	309.825505184857	278.076294894226	57.091454726955	67.4993618799524	70.7077374113455	64.5706617604193	69.8112143497708	70.5906992754167	67.3195561547435	66.5278338779449	66.2484961336247	73.5944587603778	65.4053772886339	60.0615796647743	83.8202544537109	89.9381385269476	415.095949951224	254.802000335186	173.719729253826	431.187394812883	212.969110063095	78.8486796358793	66.2013992473748	72.1614236442962	67.6594174526401	79.1107651116715	100.504345972964	140.035483688834	265.094481104441	91.8519769735782	65.0651953869102	66.8051938420458	581.0186506175	571.119366097152	224.429212227865	355.840697297626	523.537873578553	2341.04585059002	70.7766160808979	134.144285342868	74.799360581145	322.575425866495	158.660155963041	326.324304598457	679.117340404902	113.188607394449	170.353077394552	212.571295191682	66.9822807033843	69.1755005560356	79.78284810239	71.8597194500215	65.0181986245726	77.0126196974761	75.9946427574712	80.079769645525	67.7226655472472	73.6868694353979	73.3409021921868
sample-19	76.8482819777213	83.4328925462572	97.5851222532571	377.330983313711	58.2854600840247	311.328198806004	66.7475977243206	238.091761257221	750.271183227974	83.311132793217	128.400208780204	118.967600667652	147.328526024562	60.4589655396193	75.6061461303009	87.4490693547851	294.506326116288	312.269919827258	178.107333503078	178.609472088374	127.889715456695	128.089653856323	716.463818278434	1934.88365144752	1299.69107100819	107.940904206338	61.424887066323	508.096302758065	72.3732098751684	135.492499406233	197.714756670991	59.6963807918978	83.9972680622469	74.5960681741032	142.429587040857	126.801322954847	127.432898430362	69.6749349895316	179.685482586974	533.834998163351	382.252305593029	204.996598088857	348.202368813152	173.367115258842	988.252130644763	61.3283099169393	96.568672506704	161.953832377134	548.250396969872	60.693822132946	74.9277362082175	58.7357030560624	1254.28310374389	102.895609288563	74.1771978297186	84.1176888277241	71.4836829917421	74.725741298193	111.45800306895	1751.65177605315	72.7335392014423	317.942539449141	116.374976782847	210.510619882716	1219.05378242101	60.6813738917155	64.2441403279706	101.904595376465	58.7127230167583	62.2252083576015	79.881368254813	214.047087000378	332.687538634505	55.3762504129842	85.4272402394617	69.4856145931758	65.736300513454	196.134174214495	65.8205370699156	60.4661190721327	60.6561267312369	65.6753118805466	62.0640088881741	57.1167857177602	56.3212167080901	108.602196192321	60.3206094262196	223.490573594986	306.686291906657	236.123572178414	496.310507124053	219.211998977952	70.4537997713496	67.5392211948061	62.2311697653031	70.5928520146701	65.9748903407879	84.2364813584283	106.035246333508	168.665364886816	71.3696572807835	62.4392041858725	61.8605151020005	333.44165016456	96.0698004367027	102.095050649231	304.652609358589	726.216255848958	2570.94208083803	61.3829316973569	120.463051021229	81.9663262039922	1024.85056958198	332.292809079728	1009.94542306768	180.402812218368	119.740176701459	121.796618167453	92.3440034457403	70.7115894206343	84.4818695248424	81.8238455243018	73.115179772961	58.5191512407195	121.015464799468	120.948506083497	75.970880499596	91.1342306275065	79.050426804939	67.2954885365158
sample-20	69.5096426258541	76.2258165817542	94.3604205998257	634.100517055597	56.4286076478961	428.008668873242	63.2412508745682	253.843958286381	669.5376745473	98.8881526101923	197.314921945282	133.189060576669	149.008341840469	60.421356331163	73.8443340826284	90.02576707893	467.3077171956	1251.66970239927	286.902047539354	246.409893534875	150.208755336526	260.065706650878	941.453146539412	4678.33947906333	1172.96904193998	81.7064148000018	59.9014973644531	398.950456731564	71.4961767077299	134.450081391235	154.801490444899	58.6487570351372	81.8296777675821	81.6736389791723	216.470178288057	162.246854381806	107.63855056126	86.8073857169277	268.828320894872	515.156462251165	398.912296398527	187.575664206163	275.147920974816	208.324603349358	715.588481657113	60.6709216978701	97.0101774017426	148.18623354336	629.22673752662	69.3406921405631	79.5917032064123	58.5806851922128	1215.00348863964	97.1588518033447	72.5174179302765	84.2718874022227	64.1391783050689	72.6236250752014	138.420140218388	2243.56496153315	86.4085906985062	282.020012882281	205.08330482513	224.795473414922	989.555728591824	61.8848693496597	72.1775151349386	99.1005659341941	58.8847103634245	63.176714697873	76.6795880853226	241.442850309331	232.391074726439	51.0127425942058	64.137786722604	74.9024636794821	68.7794976720002	141.624843201544	61.8654299256076	59.1488590105798	58.4155785288356	69.0105956732866	68.0872347589857	56.3358729693665	58.8427352692754	99.7208803234967	63.2020710308904	255.708502047048	251.058537642816	266.02627883339	756.755195833517	352.475380395843	75.382756437308	70.9126582904826	62.3080901512419	64.1423347326104	66.1619465679589	91.9246835166341	117.329287204599	242.847751141193	99.8288431271167	60.7049915156893	65.5388288167032	412.198013685626	113.527516825927	111.666078079423	266.39673323786	516.267767231648	3004.43355575356	60.5789719252488	162.704852994017	86.5927179538493	565.955290092153	269.714119262915	652.945770981979	168.382162416631	109.897239854228	140.659390550266	144.663535272322	59.8456275289918	73.4050098141277	86.6527751908044	69.8013734990004	58.3136445676876	65.8671373908365	80.231378975276	75.2047403713963	60.6194641792069	76.6202977780016	66.5654620806707
sample-21	57.0782353859664	61.143959256591	64.4026902595939	616.111979554572	61.064452988396	220.203764426131	57.2473752515522	79.2682125946331	399.32957756534	166.498078535752	139.315521139951	78.8313726131745	71.2637454367851	59.0013483087201	71.2151151579396	66.6086299228869	209.492484054742	163.342669246282	158.623443221637	148.751185948222	112.245125127065	107.27333348915	552.923514738386	931.145419144819	771.138181349205	62.5053783409397	54.1393917160494	349.769736228225	64.6165760174164	71.8218481656238	289.657031777769	53.1309789586741	64.4140552207808	76.5875167230711	433.791500360278	149.935803911896	104.299418736958	66.2630629031116	625.662231211351	524.515274361376	287.138722582804	82.6212949517315	396.598744476744	140.330923845901	370.838591291985	54.9670423658665	118.274719167178	102.637006765356	1081.73411134685	56.4877907573659	58.9388505597033	95.2035033188346	443.889478452776	65.4852228242647	73.5770045769611	62.2500913491533	61.8329531466638	111.693922760332	66.6008088326743	944.937984898689	66.3323137170551	561.431583525454	118.520330124323	400.088694141194	2320.24668181873	55.7067165854311	54.8355768854113	63.0309465976036	63.149391047169	54.209068401242	66.8168105275854	669.504111941535	480.552508102432	52.1911595403674	63.4937410439659	63.2594056925847	59.2068959529211	230.560865107804	63.7846669753378	53.2613267986959	55.5267914572131	54.797907244354	57.0683939394685	53.0776247406017	53.6369988164859	64.9275357590614	55.1728844435943	425.185504166948	265.230335377249	387.955117509685	663.916137254052	166.023321615825	93.0878160413695	57.9814365198978	55.4791745946676	66.3927865612879	91.1480147270131	81.8673333670528	96.3632255958876	127.30321076118	61.6616413825703	59.2948361494422	58.3525497969097	1848.5053799764	3211.48387861949	294.937956790964	389.279865431358	384.489827162997	1446.12381919652	67.7897394979568	412.665964494904	58.6172909296354	302.798996914934	121.095951200356	225.331507531134	836.172473746472	75.8097287831111	105.018817042675	75.9046973761474	56.4732638248974	106.8596573623	130.388800352974	63.4104131751745	55.740659266323	192.265628375146	67.566397425791	69.9003918450652	81.4955930553246	62.139294874112	57.3579465455039
sample-22	68.225639806527	54.2409509876036	67.7068718070659	1513.7115112074	65.9435205503873	330.150617808773	60.4466005675652	76.797736264497	346.592327905055	212.414909290094	196.405078188937	75.5154127917417	144.089280642675	57.6597596247749	64.7763678942646	80.541650964021	255.133814280877	186.68754094628	165.559767399146	180.008524674133	148.78712978321	118.778800628156	963.066726143761	1236.54983641056	1570.89485896303	67.7165117540167	60.9222351481944	281.231190305039	67.1506693879031	115.114756859412	178.885491456797	56.6342117865968	60.1707504863701	78.3790270949904	505.812974578503	153.529061278721	115.909122139084	66.3668754655541	818.731398010071	506.562830375353	324.794125255083	91.7537999882538	335.374642047291	118.443114831476	314.979655459278	65.9504960761656	166.176591989489	114.354211063709	923.130356989535	61.3714187663913	86.1140071586678	136.28946041358	382.07257567936	78.7882003629552	85.222730488911	76.5049653648576	63.2027957562176	144.084436605081	62.656490432445	1413.17002044163	68.2102106548206	267.051034405875	101.396673534176	432.428250374609	1145.52467681885	59.4926483896544	56.1071977656695	56.8439743179187	62.5706546856078	59.0744714650363	70.7456672115999	222.542471271503	422.010152395805	57.9199818058553	64.3492125881381	84.8035450816558	60.8029137696591	255.817660404411	69.3357341136311	58.5879726901675	57.2437711481965	53.594294757221	67.2998482864913	55.713414389757	58.7455603720316	79.2551706584841	62.0212164507563	559.2485160024	208.038412945499	531.66687969748	317.115612659425	227.669169961407	100.964588341476	62.4982531113508	57.701286400153	65.7825758042693	68.8300921356006	80.7445565513799	101.026164795875	145.106268868873	73.4649824456537	66.1016864000847	59.0793015561926	599.493345298033	2584.37848443387	375.931716369045	391.775861441599	322.45188259297	1427.00028103935	67.1852072987752	517.855079247825	80.3240505737473	277.698926338212	116.249345649561	203.514646147294	959.71616325582	93.6666061875386	124.451110851341	91.5364282798864	57.6421307698744	130.092647430747	145.642101110948	65.7113188645936	58.2807430886295	86.1676032706514	75.361228899951	75.6070865955336	67.0697305162769	80.4815597607679	64.6949382516924
